================================================================================
PREPROC0 LOG: Note-0 / Negative-Octave Rest Marker Filtering
Dataset: /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3
Total files: 3000
Date: 2026-02-17 23:58:32
================================================================================

Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/acem--ilahi--duyek--aldanma_dunya--zekai_dede.mid. Details: [{'time': 32.65775115833335, 'time_ticks': 3266, 'channel': 0, 'velocity': 41, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--aksak--gunes_gibi--sadettin_kaynak.mid. Details: [{'time': 13.778279320833354, 'time_ticks': 1378, 'channel': 0, 'velocity': 41, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--aksak--her_halinle--erol_sayan.mid. Details: [{'time': 14.062499999999996, 'time_ticks': 1406, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--aksak--humari_yok--haci_arif_bey.mid. Details: [{'time': 15.972761202083335, 'time_ticks': 1597, 'channel': 0, 'velocity': 29, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--aksak--iltimas_etmeye--haci_arif_bey.mid. Details: [{'time': 12.49999500000002, 'time_ticks': 1250, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--aksak--seb-i_yelda-yi--sevki_bey.mid. Details: [{'time': 11.108805183333326, 'time_ticks': 1111, 'channel': 0, 'velocity': 89, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--aksak--serapa_husn--rahmi_bey.mid. Details: [{'time': 12.49999500000002, 'time_ticks': 1250, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--curcuna--batan_gun--sadettin_kaynak.mid. Details: [{'time': 17.77778666666669, 'time_ticks': 1778, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--curcuna--ol_gonca-dehen--sevki_bey.mid. Details: [{'time': 22.927092504166684, 'time_ticks': 2293, 'channel': 0, 'velocity': 41, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--curcuna--yetmez_mi_sana--rahmi_bey.mid. Details: [{'time': 8.888893333333343, 'time_ticks': 889, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--devrihindi--meyhane_tarabgah-i--haci_arif_bey.mid. Details: [{'time': 123.5, 'time_ticks': 12350, 'channel': 0, 'velocity': 83, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--duyek--cepcevre_bahar--munir_nurettin_selcuk.mid. Details: [{'time': 95.81061564166703, 'time_ticks': 9581, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--duyek--cile_bulbulum--sadettin_kaynak.mid. Details: [{'time': 9.877322716666663, 'time_ticks': 988, 'channel': 0, 'velocity': 89, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sarki--yuruksemai_ii--sevdicegim_asikini--dede_efendi.mid. Details: [{'time': 37.162882504166696, 'time_ticks': 3716, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 2 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--sazsemaisi--aksaksemai----tanburi_cemil_bey.mid. Details: [{'time': 28.888903333333356, 'time_ticks': 2889, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}, {'time': 92.6861574541671, 'time_ticks': 9269, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--curcuna--kerpic_kerpic--diyarbakir.mid. Details: [{'time': 56.640625, 'time_ticks': 5664, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--curcuna--yar_yuregim--urfa.mid. Details: [{'time': 19.027443781250007, 'time_ticks': 1903, 'channel': 0, 'velocity': 119, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--devrituran--mihrican_mi--yozgat.mid. Details: [{'time': 14.583327500000019, 'time_ticks': 1458, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--duyek--iste_seni--sadettin_kaynak.mid. Details: [{'time': 16.340780345833355, 'time_ticks': 1634, 'channel': 0, 'velocity': 41, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--duyek--sari_kizin--kirsehir.mid. Details: [{'time': 14.689403487499995, 'time_ticks': 1469, 'channel': 0, 'velocity': 71, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--duyek--zehram_bana--yesari_asim_arsoy.mid. Details: [{'time': 52.86364164999991, 'time_ticks': 5286, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--kapali_curcuna--evlerinin_onu--elazig.mid. Details: [{'time': 15.0, 'time_ticks': 1500, 'channel': 0, 'velocity': 113, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--kapali_curcuna--su_icemem--diyarbakir.mid. Details: [{'time': 5.0, 'time_ticks': 500, 'channel': 0, 'velocity': 113, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--musemmen_ii--elma_attim--tunceli.mid. Details: [{'time': 23.040000000000003, 'time_ticks': 2304, 'channel': 0, 'velocity': 23, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--raksaksagi--istanbuldan_uskudara--.mid. Details: [{'time': 6.9363481416666595, 'time_ticks': 694, 'channel': 0, 'velocity': 89, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--raksaksagi_ii--su_gelir--burdur.mid. Details: [{'time': 3.952706062500001, 'time_ticks': 395, 'channel': 0, 'velocity': 126, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--raksan--sogudun_yapragi--.mid. Details: [{'time': 5.20833125, 'time_ticks': 521, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyer--turku--turkaksagi--vardim_hind--erzincan.mid. Details: [{'time': 17.361104166666667, 'time_ticks': 1736, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--fantezi--duyek--gunlerce_uykusuz--sinan_sipahi.mid. Details: [{'time': 22.132341875000005, 'time_ticks': 2213, 'channel': 0, 'velocity': 77, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--aksak--askinla_yana_yana--ismet_nedim.mid. Details: [{'time': 6.798013364583327, 'time_ticks': 680, 'channel': 0, 'velocity': 126, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--aksak--renkler_opuyorken--omer_dilek.mid. Details: [{'time': 15.977568895833329, 'time_ticks': 1598, 'channel': 0, 'velocity': 29, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--aksak--sevgi_deli--alaeddin_yavasca.mid. Details: [{'time': 10.179553312499989, 'time_ticks': 1018, 'channel': 0, 'velocity': 114, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--curcuna--aksam_olunca--nazif_girgin.mid. Details: [{'time': 6.163199374999995, 'time_ticks': 616, 'channel': 0, 'velocity': 89, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--curcuna--bakisi_cagirir--selahaddin_pinar.mid. Details: [{'time': 8.888893333333336, 'time_ticks': 889, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--curcuna--sen_gul--emin_ongan.mid. Details: [{'time': 8.643378031249998, 'time_ticks': 864, 'channel': 0, 'velocity': 77, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--duyek--bir_kizil--amir_ates.mid. Details: [{'time': 32.000016000000024, 'time_ticks': 3200, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--duyek--icin_icin--sekip_ayhan_ozisik.mid. Details: [{'time': 9.872693083333326, 'time_ticks': 987, 'channel': 0, 'velocity': 89, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--duyek--nazli_bir--zeki_muren.mid. Details: [{'time': 28.427893143750037, 'time_ticks': 2843, 'channel': 0, 'velocity': 29, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--duyek--nemlendi_yine--sinan_sipahi.mid. Details: [{'time': 3.62301225, 'time_ticks': 362, 'channel': 0, 'velocity': 114, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--duyek--o_beni--sekip_ayhan_ozisik.mid. Details: [{'time': 17.577166645833337, 'time_ticks': 1758, 'channel': 0, 'velocity': 35, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--duyek--senden_bana--teoman_alpay.mid. Details: [{'time': 14.222229333333345, 'time_ticks': 1422, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--duyek--unutulmaz_adinla--selahaddin_erkose.mid. Details: [{'time': 13.21401647291666, 'time_ticks': 1321, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 2 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--duyek--yasamak_zevki--zeki_muren.mid. Details: [{'time': 16.518941045833326, 'time_ticks': 1652, 'channel': 0, 'velocity': 114, 'pitchbend': -155, 'instrument': 0}, {'time': 66.07955206250003, 'time_ticks': 6608, 'channel': 0, 'velocity': 114, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--musemmen--ayrilik_var--selahattin_icli.mid. Details: [{'time': 7.022528491666672, 'time_ticks': 702, 'channel': 0, 'velocity': 95, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--semai--duydum_ki--selahattin_altinbas.mid. Details: [{'time': 6.587956374999997, 'time_ticks': 659, 'channel': 0, 'velocity': 35, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--semai--elbet_bir--mustafa_seyran.mid. Details: [{'time': 4.147063799999999, 'time_ticks': 415, 'channel': 0, 'velocity': 77, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--semai--ne_cikar--gundogdu_duran.mid. Details: [{'time': 9.913815843749994, 'time_ticks': 991, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--semai--yalniz_kalan--teoman_alpay.mid. Details: [{'time': 2.8591988333333314, 'time_ticks': 286, 'channel': 0, 'velocity': 47, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--senginsemai--sazinla_benim--esin_seckin.mid. Details: [{'time': 23.999999999999996, 'time_ticks': 2400, 'channel': 0, 'velocity': 114, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--sarki--yuruksemai_ii--hani_o--yusuf_nalkesen.mid. Details: [{'time': 20.833325000000006, 'time_ticks': 2083, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--turku--aksak--bulbulum_altin--.mid. Details: [{'time': 12.49999500000001, 'time_ticks': 1250, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--turku--aksak--cubugum_yok--.mid. Details: [{'time': 6.882443229166672, 'time_ticks': 688, 'channel': 0, 'velocity': 41, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--turku--ciftesofyan--sendeki_kaslar--.mid. Details: [{'time': 12.3046875, 'time_ticks': 1230, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--turku--duyek--neyleyim_neyleyim--ahmet_gazi_ayhan.mid. Details: [{'time': 14.222229333333356, 'time_ticks': 1422, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyerkurdi--turku--oynak--evlerinin_onu--.mid. Details: [{'time': 4.170142224999998, 'time_ticks': 417, 'channel': 0, 'velocity': 89, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/muhayyersunbule--sarki--duyek--ey_gonca-i--iii_selim.mid. Details: [{'time': 36.27173006249995, 'time_ticks': 3627, 'channel': 0, 'velocity': 11, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/mustear--sarki--aksak--yaprak_nasil--gonul_pacaci.mid. Details: [{'time': 53.126714860416676, 'time_ticks': 5313, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/mustear--sarki--semai--yare_faset--serif_muhittin_targan.mid. Details: [{'time': 34.37849972500002, 'time_ticks': 3438, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/mustear--sazsemaisi--aksaksemai----irtical_dede.mid. Details: [{'time': 200.0, 'time_ticks': 20000, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/neva--pesrev--nimberefsan----serif_celebi.mid. Details: [{'time': 112.32766274791709, 'time_ticks': 11233, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/neva--sarki--aksak--muntazirim_tesrifine--tanburi_mustafa_cavus.mid. Details: [{'time': 15.624993750000009, 'time_ticks': 1562, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/neva--sarki--duyek--ben_yururum--selahaddin_pinar.mid. Details: [{'time': 5.555553333333332, 'time_ticks': 556, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/neva--sarki--turkaksagi--hicran_gonul--sadettin_kaynak.mid. Details: [{'time': 20.83332500000001, 'time_ticks': 2083, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/neva--sarki--yuruksemai_ii--yine_baglandi--zekai_dede.mid. Details: [{'time': 13.333340000000026, 'time_ticks': 1333, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 2 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/neva--sazsemaisi--aksaksemai----kantemiroglu.mid. Details: [{'time': 214.28572499999902, 'time_ticks': 21429, 'channel': 0, 'velocity': 99, 'pitchbend': -155, 'instrument': 0}, {'time': 214.28572499999902, 'time_ticks': 21429, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/neva--sazsemaisi--aksaksemai----yusuf_ziya_pasa.mid. Details: [{'time': 37.16288250416669, 'time_ticks': 3716, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nevabuselik--sarki--duyek--elbet_gonullerde--sadettin_kaynak.mid. Details: [{'time': 8.0, 'time_ticks': 800, 'channel': 0, 'velocity': 113, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nevruz--sarki--yuruksemai_ii--esmerligi_yildiz--muallim_ismail_hakki_bey.mid. Details: [{'time': 16.663187779166662, 'time_ticks': 1666, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nigar--sazsemaisi--aksaksemai----tanburi_reftar_kalfa.mid. Details: [{'time': 49.54924737916664, 'time_ticks': 4955, 'channel': 0, 'velocity': 96, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--azeriturku--semai--bir_kara_gozluye--arif_sami_toker.mid. Details: [{'time': 6.831752124999992, 'time_ticks': 683, 'channel': 0, 'velocity': 32, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--fantezi--duyek--bahar_meltemidir--emin_ongan.mid. Details: [{'time': 33.33332000000006, 'time_ticks': 3333, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--fantezi--duyek--gulmedi_bahtim--yildirim_gurses.mid. Details: [{'time': 8.0, 'time_ticks': 800, 'channel': 0, 'velocity': 113, 'pitchbend': -155, 'instrument': 0}]
Filtered 2 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--fantezi--duyek--kalplerden_dudaklara--sadettin_kaynak.mid. Details: [{'time': 44.87055366249997, 'time_ticks': 4487, 'channel': 0, 'velocity': 41, 'pitchbend': -155, 'instrument': 0}, {'time': 89.74110732499993, 'time_ticks': 8974, 'channel': 0, 'velocity': 14, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--fantezi--duyek--ufacik_tefeciktin--sekip_ayhan_ozisik.mid. Details: [{'time': 28.125, 'time_ticks': 2812, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--fantezi--semai--benim_guzel--emin_ongan.mid. Details: [{'time': 33.18792977499994, 'time_ticks': 3319, 'channel': 0, 'velocity': 8, 'pitchbend': -155, 'instrument': 0}]
Filtered 4 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--fantezi--semai--ne_bildim--alaeddin_yavasca.mid. Details: [{'time': 7.680000000000003, 'time_ticks': 768, 'channel': 0, 'velocity': 23, 'pitchbend': -155, 'instrument': 0}, {'time': 34.55999999999995, 'time_ticks': 3456, 'channel': 0, 'velocity': 114, 'pitchbend': -155, 'instrument': 0}, {'time': 34.55999999999995, 'time_ticks': 3456, 'channel': 0, 'velocity': 114, 'pitchbend': -155, 'instrument': 0}, {'time': 46.72833333333355, 'time_ticks': 4673, 'channel': 0, 'velocity': 23, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--kasaphavasi--duyek----.mid. Details: [{'time': 5.555553333333332, 'time_ticks': 556, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--sarki--aksak--bakmiyor_cesm-i--haci_arif_bey.mid. Details: [{'time': 7.03125, 'time_ticks': 703, 'channel': 0, 'velocity': 65, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--sarki--aksak--bana_bir--cevdet_cagla.mid. Details: [{'time': 18.0, 'time_ticks': 1800, 'channel': 0, 'velocity': 80, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--sarki--aksak--bilmem_bu--munir_nurettin_selcuk.mid. Details: [{'time': 10.660259608333337, 'time_ticks': 1066, 'channel': 0, 'velocity': 29, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--sarki--aksak--camlica_yolunda--nuri_halil_poyraz.mid. Details: [{'time': 24.895820885416683, 'time_ticks': 2490, 'channel': 0, 'velocity': 77, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--sarki--aksak--dun_goztepenin--teoman_alpay.mid. Details: [{'time': 20.000010000000003, 'time_ticks': 2000, 'channel': 0, 'velocity': 53, 'pitchbend': -155, 'instrument': 0}]
Filtered 1 note-0 rest marker(s) from /home/arjbah/Desktop/Coursework/SYM/EDA/data/symbtr_midi_v3/nihavent--sarki--aksak--dun_kahkahalar--muzaffer_ilkar.mid. Details: [{'time': 12.499995000000009, 'time_ticks': 1250, 'channel': 0, 'velocity': 17, 'pitchbend': -155, 'instrument': 0}]
